"","MOCC-000B","MOCC-000X","MOCC-002B","MOCC-000S","MOCC-000V","MOCC-001G","MOCC-001K","MOCC-002C","MOCC-001O","MOCC-002D","MOCC-0027","MOCC-0014","MOCC-000Y","MOCC-000E","MOCC-002Y","MOCC-002F","MOCC-000L","MOCC-0017","MOCC-0005","MOCC-000M","MOCC-0009","MOCC-0021","MOCC-001R","MOCC-001D","MOCC-001M","MOCC-002T","MOCC-001Z","MOCC-000Z","MOCC-0018","MOCC-001U","MOCC-0007","MOCC-001V","MOCC-000F","MOCC-0023","MOCC-000T","MOCC-000W","MOCC-0019","MOCC-001C","MOCC-000Q","MOCC-001H","MOCC-0004","MOCC-0016","MOCC-0024","MOCC-000K","MOCC-0015","MOCC-000G","MOCC-0012","MOCC-0010","MOCC-000R","MOCC-000H","MOCC-000C","MOCC-0025","MOCC-001W","MOCC-001X","MOCC-000U","MOCC-001J","MOCC-001I","MOCC-001E","MOCC-001A","MOCC-002A","MOCC-000A","MOCC-001S","MOCC-001Y","MOCC-000N","MOCC-0008","MOCC-002S","MOCC-0022","MOCC-002R","MOCC-0003","MOCC-001P","MOCC-002Q","MOCC-0020","MOCC-0026","MOCC-001F","MOCC-002I","MOCC-0029","MOCC-001Q","MOCC-0001","MOCC-002E","MOCC-0006","MOCC-001B","MOCC-0002","MOCC-001T","MOCC-002G","MOCC-001L","MOCC-000J","MOCC-0013","MOCC-001N","MOCC-000I","MOCC-002M","MOCC-0011","MOCC-000D","MOCC-002K","MOCC-002L","MOCC-002H","MOCC-0034","MOCC-0032","MOCC-002J"
"ERH",7.20320115631661,7.67715584111959,8.19485532853859,7.44352377369068,8.95701495472619,7.39823064248724,9.06029062334358,7.8318139192683,8.69644597593365,9.25150608056617,8.88575737395423,8.12593001006667,9.312565345946,8.04990298974569,7.20662368996032,9.65892551149237,7.64197946608669,9.31397137105902,7.98099636973059,8.30108459093582,7.6279715510878,9.30000929307652,8.09518600991506,8.83273181524569,8.86974805146506,9.42059187677394,10.9160212518068,8.23299645128499,8.68702568463883,8.60151081993401,8.48002271341054,7.64002797328624,7.68243284122705,8.72451385311995,8.06404212646645,8.86307118557015,8.34638075975286,8.49817107024133,7.77366672445157,7.80232248489952,7.68460837593421,8.97329556534444,8.39347626574954,7.94057788347911,7.92308974059257,8.26907991356032,9.04504974083799,8.53737372946218,7.57326847767598,7.9407540474748,8.9983647706449,11.0947704880968,7.57697555420653,8.03474394932474,7.28114183367197,9.39336900457012,8.89929649464017,9.22617132209102,8.65764000520782,9.73913926944668,8.11894107272351,8.17037577321317,9.21878116778407,7.42844392615361,9.35704609296771,8.90276701601762,8.7083596978622,7.88258191692085,8.68520432087447,8.26702072542732,8.69814900934077,9.52540335288586,8.7227050876479,10.2913664228022,9.05530955357416,9.90696573401852,8.9710549091418,8.9918335932447,10.9406806484241,8.90821246030053,9.14565198366003,7.24355484277846,8.25587835258279,8.19633163426576,8.61327379528377,8.66892043088339,8.37338720816059,6.2293956531274,8.25337478018603,8.38750040648099,10.4615817624552,7.43120506583067,7.10601323762212,7.45384677374993,4.04176864995163,8.48377547795726,9.1331422124006,8.3095218281454
"MX2",1.76977173924945,1.10433665981474,2.81557542886257,3.38543103719352,3.08576455377831,3.41953889151378,2.99457972421575,4.85648777949568,4.83642913116165,4.01613970265525,1.29278174922785,4.10097764772482,1.27500704749987,2.56803210477128,4.29572302453997,3.75595576955096,5.87970576628229,3.13422093976063,4.07210580048042,4.1168637576909,3.32768736417605,2.39506279951758,3.52230689287139,3.34340782229781,3.87479696589867,2.23572705983806,0.963474123974886,5.32373033752135,4.42155994490182,4.80064109732908,4.28466218548316,3.7311832415722,4.87381319835909,3.02856915219677,6.14628863717507,2.51853513898218,3.50207595604579,2.92409988564074,6.06026359873829,5.02591469875079,5.11353381959191,4.48542682717024,6.05680026314344,3.43962313755712,5.17392693199981,5.08065766334523,3.76765479823735,4.87528859822269,5.58856473740135,6.15765009686171,1.96347412397489,2.59931779369823,3.89433274227769,5.03738222200308,2.75060650483559,3.22032995487956,2.8011586560937,2.02856915219677,1.74846123300404,1.4905701304462,4.11519974938544,1.84799690655495,1.18903382439002,5.54287709935414,3.50842865253186,3.85598969730848,3.01792190799726,2.70043971814109,1.85996954822103,3.55458885167764,4.29719141656586,2.84398384404833,2.99819550315325,1.88362081628567,3.61235249875266,1.82374936030827,4.16751850373522,4.00898878322726,1.15704371014558,6.22342254993494,3.48155728070859,2.47767732756531,4.46401472450489,2.51853513898218,4.33342373372519,3.8073549220576,3.75488750216347,2.70929063572336,4.74416109557041,2.66448284036468,3.17951105027151,4.69265037003553,2.82578562746479,6.11311703639072,2.93922657772821,3.71149490665009,1.33913738491959,4.83995958748953
"TBC1D10C",0.918386234446348,2.20163386116965,4.10097764772482,2.02502879449152,4.43562859405209,1.36737106564853,1.66448284036468,3.5981269599196,2.11103131238874,4.85049941375812,3.03386345186628,2.25398926623079,2.26303440583379,2.1407786557828,1.23266075679027,3.28688114778816,1.84799690655495,2.22342254993494,4.0686708106651,4.17072627613155,3.76022094646651,1.80322703643493,3.82680268428583,4.68873986801449,3.79181407116183,4.82068956055921,3.95140129167431,3.42088657497553,5.02502879449152,2.79701297783614,5.58706489836317,1.40599235967584,1.4594316186373,6.22554487000337,1.9297909977186,4.42559357765306,1.57531233068744,4.81659970653491,4.41953889151378,3.68818035858693,4.04351949366274,4.6724253419715,3.67694435910691,3.91456452349394,3.02147972741045,5.29645740737124,4.83794324189103,5.29094040240368,3.54966917072649,1.62760683812965,5.99503219247754,3.04614178164472,5.25814199589377,4.69209237542757,1.91073266190291,4.98230913012977,3.93734439215023,3.69376571221778,2.31903981556254,2.91647664443772,3.14730669878029,1.4541758931858,2.96162332828694,3.11270013274936,4.70265754339091,2.97269265400426,2.72246602447109,3.03386345186628,1.33342373372519,3.75702324650746,2.61353165291793,3.85996954822103,4.46988597627446,3.88752527074159,1.85996954822103,3.21412480535285,3.14567745519564,1.05658352836637,2.94110631094643,3.43429461795993,3.72465027173297,2.60644222813161,3.95977015521147,2.44360665147561,3.93168305705981,3.95233356636969,4.10601323762212,3.48928602262588,4.57712666130705,3.34908214639109,3.13586316536868,3.62993940943954,4.27872821293894,2.06350294230616,2.18269229751619,4.9676297534662,2.05658352836637,1.51601514700366
"IFI27",10.0597905861821,9.92993890424428,12.0058315358219,9.97129925223445,11.9581938094621,9.09011241966429,11.6518006574058,11.420007564863,12.9358943178024,12.0942657649427,11.1541852092653,11.6247954558602,11.1560514656216,11.264518838194,9.58738374464986,13.0897401166023,11.7410413622942,12.2263881075286,10.582838222195,12.0682610180513,11.0986308877278,12.0885199440324,10.6294750182233,11.4331159412144,12.8576078360857,11.498520150789,11.1463650167204,12.6443880855088,12.8898005333834,13.2303372292455,11.1131886795729,11.0369016463239,10.8264928757274,11.8693239391793,13.319658010011,12.3185173900282,12.0616985804494,10.9373591062462,12.2102269009123,11.7819211077508,13.2611532031161,12.3245940524296,12.8420576100662,10.609178738142,11.8523773512816,11.5751468484936,11.5256920822606,11.9753142010525,11.7076783534393,12.1510736365107,12.07408458358,12.3169178744931,9.41795797119535,12.1432173774426,9.9530760416966,14.1035935290003,12.8958573565897,8.02707662314038,10.9144449317468,12.2406482478726,11.1798282470795,8.28734300233668,10.1292186094787,11.4661937489083,12.5285835275009,12.8461465630113,12.1370199400679,11.3023933134648,11.3904323153839,10.5565826898233,12.0754490651721,11.4215178684879,10.4105255513981,12.8678675140746,12.0529246050908,12.3785712285633,13.0880345682411,12.8887965119724,10.4660560625947,13.7534988244847,11.4079687564526,9.88302506844017,11.9610697973953,11.1159409901329,12.8340344620195,12.2653015104484,12.2388913279776,8.00641023912548,10.7646808770626,11.8162396917998,13.1323631651713,11.5432590365001,10.3267215920587,12.8489769205927,6.88007325387694,11.3150816158349,12.4505437110276,12.2825237852433
"MARCHF1",0.356143810225275,1.34482849699744,2.43028527297778,0.910732661902913,1.84799690655495,1.65992455840238,1.68706068833989,2.85996954822103,1.63691458035588,2.799087306074,1.36737106564853,1.68706068833989,0.790772037862,1.15704371014558,1.55581615506164,1.59931779369823,0.963474123974886,1.73984810269933,3.36876834909033,1.63691458035588,2.21412480535285,1.83187724119167,2.11769504266975,3.66562016406638,1.75274859140713,3.3547342399706,2.52857131887076,1.70043971814109,3.66106547980695,2.90303827011291,2.96532254836725,1.10433665981474,1.27500704749987,2.877744249949,1.08406426478847,1.34482849699744,1.70043971814109,3.01792190799726,2.41142624572647,1.72683121703249,2.15380533607904,3.17632277264046,2.77188557851537,2.24488705912353,2.85798099512757,3.5933537709803,3.18269229751619,3.95791459863299,2.46727948045998,1.94110631094643,2.85199883711245,2.86195536414487,2.98732086592925,3.10097764772482,1.71808758396052,2.32768736417605,3.34766565630097,2.20476675065461,1.42223300068305,2.46205231879643,1.61353165291793,1.32192809488736,2.60644222813161,1.94860084749336,2.799087306074,2.12101540096137,1.98185265328974,0.790772037862,1.15055967657538,2.38404980679516,1.85598969730848,3.21567859660793,2.33913738491959,2.45680614923047,0.855989697308481,2.36176835941915,1.51601514700366,1.97452931248388,2.33913738491959,2.71808758396052,2.89141918684608,1.94485844580754,2.50080205305716,1.62760683812965,2.5385381636298,2.77820857639809,3.1554254317472,1.6915341649192,2.1407786557828,2.95233356636969,4.07210580048042,2.24792751344359,2.71149490665009,0.855989697308481,0.748461233004036,3.66334461936608,1.4905701304462,2.47248777146274
"LGALS3",8.73016441308357,7.48719690663492,9.18097827798142,7.90273687352526,9.55930060367263,8.15436244919437,9.9508328912306,8.31446995399647,9.40358728207766,9.89554498925339,9.89415081734428,8.92320861790319,11.9503590530679,8.47638168756724,8.12163711829091,10.4856280819716,8.9044539912634,9.09737376899022,9.55099683085368,9.86367522869977,8.88255134972893,10.6216306667986,9.25283097812054,9.38456792317383,9.1832135516981,9.63930452775865,10.848325608211,9.55297642989886,8.6826084092412,9.29363257795439,9.58687730880137,8.65835431677408,7.77162151792327,9.58007009078113,8.83095880116843,9.69634164324416,8.40650265681288,9.66764380367151,8.00624191301454,8.36185606924323,9.69571548860997,9.47071987467538,8.48595003126931,8.93372015761664,8.32346014461094,8.59715868318373,8.9407540474748,8.47638168756724,8.95352716357793,9.48486316432233,9.85399564717639,10.1416218216251,8.16309613843601,8.68839020005163,8.84162724314609,10.0517255535114,9.1550711912457,9.78113017559988,10.0713953212666,10.9450999482004,10.2380225178257,9.07780377181688,10.5391685066066,9.49089097889429,10.8427588919997,10.6332949703814,8.90195294759188,9.83000807511639,9.41812668525842,9.06272076716504,8.76151799024028,10.9699692380499,9.02807181405652,10.7489307838758,9.40049523556183,10.6131264273691,10.3027074587412,9.93240670476128,11.648074408465,10.4745475833444,9.73971311368956,8.6057387724371,9.44522181739749,8.79937876943219,8.96716860753263,9.54585256594739,9.57680553979824,7.41464295841001,8.87381319835909,9.08905317215643,10.9251538416789,8.72972269719718,8.64817779572482,8.88233736124948,6.02081330425245,9.9429835981871,9.6481058749371,8.44956137461324
"RPA3",4.93121027480393,4.44625622988956,6.12556845177803,4.89675621847481,6.01903466936434,5.25398926623079,7.0437381998014,5.77899700616954,6.20339694854612,6.32030414932561,7.35974956032233,7.29829173062012,7.55803798477699,6.20808800822477,3.57893871309339,6.97739441856294,4.5478199565777,6.72968871344968,4.89481776330794,6.27761287075669,5.46858331700683,7.84335579343509,5.87528859822269,5.94789988624827,6.09254574154357,7.76944117190825,7.85256071934332,6.21412480535285,6.26453643099903,7.81627969787382,7.11155302614733,5.68116812041669,5.00405188450708,7.26800388640252,6.11207455130967,7.00348980282276,6.02369891726641,6.01502470527315,6.01145091173575,5.60910484661896,6.4480749964418,6.39454843916717,6.34198574722862,5.13504228623365,5.80426011563474,5.98618336288137,6.2665991655351,6.40019634202658,5.79493566280354,6.03342300153745,6.99288170325678,8.14006285569821,5.47735352663456,6.31052190036932,5.37260391520448,6.48864353985378,5.61500424163503,6.97739441856294,5.68453824857773,7.43112147252643,5.34163000932991,6.27556583456033,8.29792505250381,6.00764403087801,6.35049724708413,7.6180917939838,7.8120489175958,7.01368556992865,6.00382707811148,6.86678436977734,6.31487775736821,7.22100702674919,6.92777796208234,7.72301239639237,6.48333211126848,7.68151954297972,6.56879217804153,7.51774811422812,8.00045077177086,6.09064175191785,7.2364926183813,4.07638806851284,6.69515867847536,5.74792441623844,7.98817340502918,5.79545527204412,4.94251450533924,4.83743871485637,4.92931759491176,6.97624905883234,7.83396530700866,4.99638874644762,5.46956042171122,5.42122329922514,3.54225804976692,6.89081145481768,7.49081077347157,7.60325542454685
"C1QA",4.9387562614923,5.41582625747291,9.01836711554312,6.45154083301783,7.97217567223974,6.93416262519964,5.47021145739054,7.66170685181326,6.61647532878288,7.68158981722124,6.38491323074869,7.24260250592898,5.63749432520631,7.52708597880746,5.50462039240355,7.15653819311427,6.0437381998014,6.73971311368956,8.03121873061072,7.70064778415221,7.83314309635834,6.57258654938577,7.29728314146279,8.80396963687297,7.77847143419983,8.70127180220197,6.74281466986289,8.27314285930808,9.59309228121932,8.95950936173111,9.14936607577991,5.84348142543246,6.44426950241348,10.4107587262241,6.44575980445338,6.82781902461732,7.04537743988332,9.31263341097645,8.3743439890385,7.74517009086102,8.194264382992,9.14911199070689,7.95890066021304,7.61087719947195,8.7488637145357,10.0109616185104,9.3264294871223,10.2520858729653,8.52426744958451,7.22843392051337,9.93531240622921,7.3426080775594,9.22713456368307,9.84316732492374,6.5139644074389,9.37816477987163,9.46846113237488,6.84159579578108,7.41422011628356,6.47118746038699,6.04308198189566,6.33145442828201,6.73457414954252,7.36465997181476,8.91731240109503,6.48397696323626,7.80426011563474,6.35244074691265,5.49601487343776,6.98265139300139,7.65176927141799,7.87442813167938,8.77145645550637,9.89678648618014,3.73226919950145,7.29939120612683,6.23802251782572,8.26369173427203,6.82349462471286,8.49020909062984,7.37773110834978,6.90183230578549,7.23926436763136,7.20730722344539,8.32674405921962,7.25889575507544,8.9060487779473,6.80141736586591,8.51593632628406,9.36047401974043,9.96922821195408,7.08076424148888,7.40096480032711,4.43362716708478,5.18547014606694,8.20148683991767,5.54101915313356,4.78711898281334
"BIRC5",3.19692173382033,1.53605290024021,5.43162295971329,5.21800615028443,5.37330019660839,4.90929308582382,6.60703434594862,4.94157586181824,5.114367024952,5.37851162325373,5.93215568443206,5.8801957289431,6.51412226017071,4.75595576955096,4.90303827011291,6.69083609791913,5.36001304220433,6.45975946661982,4.23802251782572,6.02081330425245,4.97085365434048,7.00842862207058,4.57106999816771,6.98013957763916,5.61205755956306,7.01480160235136,7.43462822763672,5.75568877685271,5.17112674665207,6.63284983011771,4.95837871156634,4.90110824301451,5.13668357769724,5.99435343685886,4.98002530023873,5.69571548860997,6.49521546352043,5.1101961777542,4.95093492831454,5.26528685756517,4.94532677726463,6.1149916133336,5.26641176603611,5.09465834265454,5.27202318906105,5.61146750023341,5.78607355157855,5.9469647411558,4.20084957463721,4.74254523386605,5.37121034345557,8.57818396809009,4.48735771531155,5.02680005934372,4.63517394667492,6.95384722903479,4.94906796585291,5.78188423454149,5.52732060787705,6.02923200313464,5.51412226017071,5.52010790163755,6.62234472272424,5.00854067170295,6.21315283533637,5.81864608282254,7.18972574076697,5.31686980506433,5.4032677223393,5.08448952493625,5.11186596386756,6.02281165091563,6.66035250967092,6.33342373372519,4.03298241669943,6.26115467261557,6.14282184411593,5.94321808742628,8.35274969881551,6.79701297783614,5.61765111942733,2.64385618977472,5.61706334388818,5.15946772926677,6.75221336786514,5.31324585178756,5.86418614465428,3.26002565596146,3.67694435910691,5.65105169117893,7.00842862207058,4.98777561614291,3.89336221076387,4.72519581722666,3.47897180503294,5.36036427654347,5.96462966672059,5.8877689486479
"IKZF3",0.189033824390017,0.895302621333307,1.09761079662642,1.15704371014558,1.85598969730848,0.298658315564515,0.432959407276106,1.97819562968165,0.55581615506164,1.52606881166759,0.823749360308273,0.650764559116902,0.765534746362977,0.970853654340484,0.678071905112638,0.839959587489532,0.641546029087524,0.432959407276106,1.44890095114513,1.4905701304462,2.21723071622067,0.238786859587116,1.8073549220576,1.32192809488736,0.910732661902913,1.51096191927738,1.13750352374994,1.21412480535285,2.70487196445635,0.871843648509318,3.26303440583379,0.84799690655495,0.495695162624069,2.70929063572336,1.32768736417605,1.28095631383106,0.622930350920177,2.5385381636298,3.03033607837096,2.0036022366802,1.30451104180995,2.31614574229336,1.91838623444635,1.52105073690096,2.0071955014042,3.46597446450407,2.31614574229336,3.39231742277876,2.54349588342577,1.43295940727611,2.57046293102604,0.6959938131099,3.54101915313356,2.52857131887076,0.432959407276106,1.15055967657538,1.88362081628567,1.55090066464752,0.713695814843359,0.594548549550354,1.25701061820602,0.27500704749987,0.650764559116902,2.17632277264046,2.17951105027151,0.985500430304885,1.04264433740849,1.46466826700344,0.622930350920177,1.27500704749987,0.985500430304885,0.933572638261024,1.07724299893246,1.16992500144231,0.505890929729957,0.871843648509318,0.7311832415722,0.464668267003444,0.687060688339892,0.584962500721156,1.02147972741045,0.807354922057604,1.73552217729654,1.87184364850932,1.58014548442338,1.23878685958712,1.58496250072116,2.0071955014042,3.10601323762212,1.799087306074,0.443606651475615,2.0703893278914,2.05658352836637,1.36176835941915,1.13750352374994,2.53605290024021,0.454175893185802,1.0703893278914
"EPSTI1",2.4594316186373,1.83187724119167,3.85996954822103,3.51475349843975,5.37851162325373,3.42894634476948,2.8073549220576,5.30633516019798,4.89044669267991,4.75328361646088,3.84599177066457,4.70265754339091,2.66220549965362,3.50716034911752,3.56193705962243,3.48026512205446,4.67750824226472,4.41345868800798,5.6959938131099,4.59454854955035,4.45549162062847,3.56924802986718,4.7338966052475,5.3684191550814,4.9481335778404,4.82476785314329,3.72246602447109,6.01480160235136,5.72655877910497,5.65849713665648,4.7235585614721,3.31469652565629,3.29130885982897,5.52888382727464,6.14812063112396,3.47638168756724,5.34731131636529,5.03077747199254,5.54997714277182,5.00674683244058,4.0408924306469,6.48912542875463,5.71204544855369,4.91312876781974,5.52010790163755,6.58481221216006,5.95582424080644,5.3215673760354,6.0408924306469,5.51285895444998,4.62643913669732,3.58496250072116,5.93002764088174,6.68130869971433,2.30451104180995,5.05050169744673,4.73281187208294,2.48284828306847,2.73984810269933,5.1106138055009,4.79545527204412,2.16349873228288,2.86987140617771,5.15340002773506,5.72246602447109,4.48800077083407,4.31542131594578,3.60169651648096,3.41953889151378,4.12018602753186,3.78972925137577,4.1333991254172,4.10265813136374,4.80529245560071,2.30451104180995,4.58796498888268,3.46205231879643,5.37712374912949,2.59931779369823,6.13113671915845,3.83592407425437,2.95977015521147,4.89869207256049,5.08236196955747,2.68257329734758,4.50716034911752,6.40122086216022,3.9429835981871,4.10852445677817,4.91456452349394,4.77346892790519,5.55704241526372,4.19140472885276,4.88557436437143,1.23266075679027,4.73876783680019,4.38059093426592,4.24031432933371
"RPS3",12.8904143915875,10.5776365309561,11.9408237731143,11.139090844322,12.1895249956345,10.5011106796771,12.6315022167108,10.6205864104519,11.1251680493791,12.3946877632039,13.2611708370107,11.5452058274256,13.3811670877394,11.3311688796945,11.4753838592721,11.605275785507,10.6610654798069,13.1615838356316,11.3053378812299,11.6120252969308,10.5185843137768,13.8572948522622,11.8765591524515,11.769474232051,11.9906181071902,12.9577423312336,13.4363719067387,11.3111182043707,11.1089295044985,11.9605450132117,12.0954695513417,12.0931402233533,11.4163014169536,12.2029961578533,10.1476755687701,12.4511183641699,11.2798775071698,11.4821827542444,10.75323346629,10.8785337744622,11.6622544647015,12.2150536395942,11.20318891842,10.6659309949808,10.1938579674703,11.1853772242369,12.2185813984139,11.722103085006,10.3672727682155,11.053410056387,14.3460822175002,13.9256434465906,11.0358644304883,11.1378877131022,10.6586667169054,14.3228787768529,11.2738422121944,12.6382390459972,11.9484730934804,12.8844452919958,11.2818547035613,11.9331373682567,15.050005485039,10.165560264277,11.382921180342,12.203023696654,11.9287219222816,12.446390649054,12.1091874998026,11.4204655591145,11.7894195289851,14.2537322774666,12.8702105772636,13.4736575575245,11.7071002520896,12.666113021993,12.465908162657,13.2357494940884,14.3727446945042,12.1729587326613,12.9391769812947,11.4441607743132,11.4564776293518,10.4806286586674,12.9943658128662,11.5690153734946,10.1181883915902,9.99016070590942,11.1166753531155,11.9991896653891,14.8340334741141,10.840148475487,12.051871666933,11.0521876290783,7.7632123668144,12.7210030343228,13.5290730084513,11.7858284190106
"LYSMD2",4.65363331138625,1.99638874644762,5.07510472220949,3.46336088581666,4.89093302170554,3.65535182861255,4.75808993420181,4.74254523386605,5.07167687375186,5.58345891013077,5.67581593117227,4.61588707391606,5.35297033824593,4.58436125251871,3.1906148602095,5.76048710181103,3.96069703930431,4.50143914515887,4.77241355474848,5.06522762277562,4.43629511983936,6.38646609286931,4.6724253419715,5.61823865559545,4.94532677726463,5.95814667376272,5.85822971421118,4.92219784839637,4.97727992349992,5.2475478068903,5.38681094647222,4.28243980500639,3.88459792099006,5.46727948045998,4.65133876610593,6.09571348425126,4.19927972133662,4.97085365434048,4.22032995487956,4.55213110825378,4.92647391125607,5.64558638591361,5.05050169744673,4.26528685756517,5.26903314645524,5.28651155766423,4.76181714250714,5.15704371014558,4.71534429535891,4.14567745519564,6.27575204882853,6.38887833881199,4.6876206320849,5.29204549249286,2.25398926623079,5.76844901518055,4.37712374912949,5.52324829260521,3.95698592461258,5.69097573834328,4.61647532878288,3.49825086752783,5.32300971061281,4.93781516880342,5.91408609701272,5.47313748777226,5.57319272378161,4.5981269599196,4.50080205305716,4.60821785302146,5.28651155766423,5.56071495447448,5.18229502502548,5.76234881564413,4.93687346182423,5.93640237772506,5.89409017060148,6.65248649491816,5.96693797927846,4.2667865406949,5.77899700616954,3.99367436175058,4.34411833452143,4.57833494868161,5.51032901949057,4.89433274227769,4.46858331700683,4.46532151358055,4.61999982982136,6.20437551131909,6.19475685442225,4.46074256378964,5.30268461411838,4.12350066435096,1.74416109557041,5.5909612413426,5.89965902637744,6.72955277045397
"IRF8",0.910732661902913,1.75274859140713,3.22187708107703,1.91456452349394,3.92504996472736,2.20789285164133,2.26603689399532,3.95046841415012,1.53605290024021,3.70154905694307,2.77399632511117,2.09761079662642,4.29865831556452,2.1407786557828,1.08406426478847,1.9560566524124,0.823749360308273,1.83187724119167,4.1407786557828,3.28835856219366,3.39917109381982,2.20163386116965,3.16027483140859,4.52293456094346,2.68706068833989,4.21412480535285,4.33771109212829,2.88166461932035,4.61765111942733,3.53231695933277,4.42088657497553,1.11769504266975,1.4905701304462,4.34553831007001,1.71808758396052,1.50080205305716,2.57046293102604,4.08831123588866,3.56315813040281,3.09592441999854,0.948600847493356,4.42961596420174,3.1554254317472,3.17472598770613,3.674686619928,4.57531233068744,4.63691458035588,4.95559179175399,3.79805051476751,2.74200621086674,4.71149490665009,3.7158933705476,5.27202318906105,3.98823022306046,1.92599941855622,4.14486214291573,4.14241343787374,4.10265813136374,2.6667565918848,2.90303827011291,2.35049724708413,1.65535182861255,3.82068956055921,3.22032995487956,4.05311133645956,2.62760683812965,2.93922657772821,1.4905701304462,1.48542682717024,3.4995270242151,2.51853513898218,5.07167687375186,3.64038956005495,4.30524096595448,1.10433665981474,3.0232553523003,2.21101219348551,1.33913738491959,3.6564963705535,3.55090066464752,4.14812063112396,2.51349074558812,3.55581615506164,1.6507645591169,3.19219416528334,3.68032435684402,4.15055967657538,3.18745105402733,2.90496571868403,3.40463068421761,4.77873424411784,3.71369581484336,3.96532254836725,0.815575428862573,0.903038270112912,4.35825558670513,2.81762325751143,1.58976348698498
"RAD51AP1",1.89917563048051,1.799087306074,4.14812063112396,4.04788732939655,4.17632277264046,3.51475349843975,4.96347412397489,4.16269343221124,4.4235781709818,5.30487605004489,5.12350066435096,4.61882595258744,5.61853233397629,4.12018602753186,3.19219416528334,5.21994291395413,3.38956681176273,4.96578428466209,3.96716860753263,4.52105073690096,3.5981269599196,5.05484847699562,4.28095631383106,4.81249822533356,4.69209237542757,5.46466826700344,5.90809234081827,4.69877410890368,5.268284666521,5.66902676550963,3.97452931248388,4.42155994490182,4.1333991254172,3.74092756031863,5.122258567812,4.68088692071969,3.83086375675176,3.67694435910691,4.32192809488736,4.63981097771678,5.20828313841252,5.18626283566979,5.08278773170927,3.74092756031863,4.39848719001897,3.76871365703049,4.70043971814109,5.4235781709818,4.18348651445939,3.23112515787905,3.94673086014031,4.66845955691538,4.02236781302845,4.33485426933163,3.84398384404833,4.59991284218713,4.35966172233388,5.89820835250872,3.17951105027151,5.63633460244218,4.71259578044703,4.61058195849253,5.01167453338092,4.03474394932473,5.42054977211632,4.37989816352469,5.85199883711245,4.86789646399265,5.24678809384436,4.33771109212829,3.98913900736823,3.98276546258365,4.89869207256049,5.47248777146274,5.53387477725855,5.40973035386445,4.74523733212975,6.41818994794577,6.34925910990445,5.57500972029495,4.03738222200308,2.74416109557041,4.47897180503294,4.8414699994658,5.01613970265525,4.61706334388818,4.44757919654888,6.32300971061281,3.42223300068305,5.09718938723511,5.21023299009585,4.09000652990382,3.32337006906127,4.00090140274153,4.30961277245412,4.67581593117227,4.59931779369823,5.87455108689664
"B2M",12.1432301347769,12.6408256035387,13.5202945533633,12.6901704382716,13.8785107847106,13.007773657953,13.7057306514166,13.9695834843392,13.6967415442529,14.3288831551206,14.2290951805493,13.710991493091,14.215446544656,12.9350471534656,12.3418718094812,13.5041411688516,13.426152039749,14.4173732506695,14.6457214701406,13.7542935623011,13.920185350137,14.6264585300827,14.052840568089,14.9591380118873,14.4802013674785,15.311324723646,14.3230801001959,14.2387435776091,14.9130310358961,14.3196149708037,14.601359923888,12.5778843191848,13.463571627912,14.9778442603886,14.0601723869579,15.1674381395647,13.7861215518298,14.5360480420187,13.7088370940509,13.5285041695584,13.2086931307042,15.0429640360986,14.4558255011227,14.0173060430036,13.9334140381283,14.832210130277,14.1927543722167,14.6912391637485,14.2703106586759,13.8777988790283,14.8729470430618,13.8480536520701,14.1477224657393,14.7980844450248,11.6650471716119,15.0013307794112,13.8766426013656,12.3894807706092,11.8597405382257,15.4677618717834,14.3047021123261,11.4319049696697,13.0254372085721,12.765574111643,14.8705689327929,15.2764410508102,13.9603504326373,13.1354896591428,12.85290398412,14.114035915987,13.5576850669817,15.0310752501842,14.1557661480142,14.8634792328061,11.3499004207389,15.245743948714,13.286203974953,14.8456693965848,13.1864717730835,15.28682448826,13.9820229574389,12.3198696595604,13.3843304762641,13.7911527114943,13.2313862050231,14.3309581813895,14.8793118572858,11.6425210792781,12.9130315035288,14.1401451588213,14.4028961451506,14.048800173172,13.6598978072327,12.9822360322237,9.24716800037477,13.7510460592557,15.0597563712239,13.9946530832011
